dataset_id,dataset_authors,dataset_year,dataset_doi,in_vivo,experimental_mean,number_of_shoulders,type_of_movement,active,posture,thorax_is_isb,thorax_is_global,thorax_is_isb_correctable,thorax_correction_method,thorax_origin,thorax_x_sense,thorax_x_direction,thorax_y_sense,thorax_y_direction,thorax_z_sense,thorax_z_direction,humerus_is_isb,humerus_is_isb_correctable,humerus_correction_method,humerus_origin,humerus_x_sense,humerus_x_direction,humerus_y_sense,humerus_y_direction,humerus_z_sense,humerus_z_direction,clavicle_is_isb,clavicle_is_isb_correctable,clavicle_correction_method,clavicle_origin,clavicle_x_sense,clavicle_x_direction,clavicle_y_sense,clavicle_y_direction,clavicle_z_sense,clavicle_z_direction,scapula_is_isb,scapula_is_isb_correctable,scapula_correction_method,scapula_origin,scapula_x_sense,scapula_x_direction,scapula_y_sense,scapula_y_direction,scapula_z_sense,scapula_z_direction,humeral_motion,thoracohumeral_sequence,thoracohumeral_angle,joint,parent,child,euler_sequence,rotation_absolute,origin_displacement,displacement_cs,displacement_absolute,is_data_mean,shoulder_id,side,side_as_right,source_extraction,folder,dof_1st_euler,dof_2nd_euler,dof_3rd_euler,dof_translation_x,dof_translation_y,dof_translation_z
#1,Begon et al.,2014,"""10.1109/TBME.2017.2716186; 10.1016/j.clinbiomech.2014.08.006""",True,intra cortical pins,1.0,dynamic,True,standing,False,False,False,,IJ,+mediolateral,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2),+posteroanterior,vec(T10>PX),+inferosuperior,x^y,False,False,,GH,+mediolateral,y^z,+posteroanterior,vec((EL+EM)/2>GH)^vec(EL>EM),+inferosuperior,vec((EL+EM)/2>GH),False,True,,SC,+mediolateral,vec(AC>SC),+posteroanterior,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2)^vec(T10>PX)^vec(AC>SC),+inferosuperior,x^y,False,False,,AC,+mediolateral,vec(AA>TS),+posteroanterior,vec(AI>AA)^vec(AA>TS),+inferosuperior,x^y,internal-external rotation 0 degree-abducted,zyz,y,acromioclavicular,clavicle,scapula,zyx,True,AC,parent,False,False,1,left,False,authors table,#1_Begon_et_al,AC_Protraction_rotation0Abd_1_closest_to_mean.csv,AC_medRotation_rotation0Abd_1_closest_to_mean.csv,AC_tilt_rotation0Abd_1_closest_to_mean.csv,AC_medTranslation_rotation0Abd_1_closest_to_mean.csv,AC_antTranslation_rotation0Abd_1_closest_to_mean.csv,AC_supTranslation_rotation0Abd_1_closest_to_mean.csv
#1,Begon et al.,2014,"""10.1109/TBME.2017.2716186; 10.1016/j.clinbiomech.2014.08.006""",True,intra cortical pins,1.0,dynamic,True,standing,False,False,False,,IJ,+mediolateral,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2),+posteroanterior,vec(T10>PX),+inferosuperior,x^y,False,False,,GH,+mediolateral,y^z,+posteroanterior,vec((EL+EM)/2>GH)^vec(EL>EM),+inferosuperior,vec((EL+EM)/2>GH),False,True,,SC,+mediolateral,vec(AC>SC),+posteroanterior,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2)^vec(T10>PX)^vec(AC>SC),+inferosuperior,x^y,False,False,,AC,+mediolateral,vec(AA>TS),+posteroanterior,vec(AI>AA)^vec(AA>TS),+inferosuperior,x^y,internal-external rotation 0 degree-abducted,zyz,y,sternoclavicular,thorax,clavicle,zyx,True,SC,parent,False,False,1,left,False,authors table,#1_Begon_et_al,SC_Protraction_rotation0Abd_1_closest_to_mean.csv,SC_elevation_rotation0Abd_1_closest_to_mean.csv,SC_rotation_rotation0Abd_1_closest_to_mean.csv,SC_medTranslation_rotation0Abd_1_closest_to_mean.csv,SC_antTranslation_rotation0Abd_1_closest_to_mean.csv,SC_supTranslation_rotation0Abd_1_closest_to_mean.csv
#1,Begon et al.,2014,"""10.1109/TBME.2017.2716186; 10.1016/j.clinbiomech.2014.08.006""",True,intra cortical pins,1.0,dynamic,True,standing,False,False,False,,IJ,+mediolateral,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2),+posteroanterior,vec(T10>PX),+inferosuperior,x^y,False,False,,GH,+mediolateral,y^z,+posteroanterior,vec((EL+EM)/2>GH)^vec(EL>EM),+inferosuperior,vec((EL+EM)/2>GH),False,True,,SC,+mediolateral,vec(AC>SC),+posteroanterior,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2)^vec(T10>PX)^vec(AC>SC),+inferosuperior,x^y,False,False,,AC,+mediolateral,vec(AA>TS),+posteroanterior,vec(AI>AA)^vec(AA>TS),+inferosuperior,x^y,internal-external rotation 90 degree-abducted,zyz,y,glenohumeral,scapula,humerus,zyz,True,GH,parent,False,False,1,left,False,authors table,#1_Begon_et_al,GH_planeElevation_rotation90Abd_1_closest_to_mean.csv,GH_elevation_rotation90Abd_1_closest_to_mean.csv,GH_IntRotation_rotation90Abd_1_closest_to_mean.csv,GH_medTranslation_rotation90Abd_1_closest_to_mean.csv,GH_antTranslation_rotation90Abd_1_closest_to_mean.csv,GH_supTranslation_rotation90Abd_1_closest_to_mean.csv
#1,Begon et al.,2014,"""10.1109/TBME.2017.2716186; 10.1016/j.clinbiomech.2014.08.006""",True,intra cortical pins,1.0,dynamic,True,standing,False,False,False,,IJ,+mediolateral,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2),+posteroanterior,vec(T10>PX),+inferosuperior,x^y,False,False,,GH,+mediolateral,y^z,+posteroanterior,vec((EL+EM)/2>GH)^vec(EL>EM),+inferosuperior,vec((EL+EM)/2>GH),False,True,,SC,+mediolateral,vec(AC>SC),+posteroanterior,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2)^vec(T10>PX)^vec(AC>SC),+inferosuperior,x^y,False,False,,AC,+mediolateral,vec(AA>TS),+posteroanterior,vec(AI>AA)^vec(AA>TS),+inferosuperior,x^y,internal-external rotation 90 degree-abducted,zyz,y,scapulothoracic,thorax,scapula,zyx,True,SC,parent,False,False,1,left,False,authors table,#1_Begon_et_al,ST_Protraction_rotation90Abd_1_closest_to_mean.csv,ST_medRotation_rotation90Abd_1_closest_to_mean.csv,ST_tilt_rotation90Abd_1_closest_to_mean.csv,ST_medTranslation_rotation90Abd_1_closest_to_mean.csv,ST_antTranslation_rotation90Abd_1_closest_to_mean.csv,ST_supTranslation_rotation90Abd_1_closest_to_mean.csv
#1,Begon et al.,2014,"""10.1109/TBME.2017.2716186; 10.1016/j.clinbiomech.2014.08.006""",True,intra cortical pins,1.0,dynamic,True,standing,False,False,False,,IJ,+mediolateral,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2),+posteroanterior,vec(T10>PX),+inferosuperior,x^y,False,False,,GH,+mediolateral,y^z,+posteroanterior,vec((EL+EM)/2>GH)^vec(EL>EM),+inferosuperior,vec((EL+EM)/2>GH),False,True,,SC,+mediolateral,vec(AC>SC),+posteroanterior,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2)^vec(T10>PX)^vec(AC>SC),+inferosuperior,x^y,False,False,,AC,+mediolateral,vec(AA>TS),+posteroanterior,vec(AI>AA)^vec(AA>TS),+inferosuperior,x^y,internal-external rotation 90 degree-abducted,zyz,y,acromioclavicular,clavicle,scapula,zyx,True,AC,parent,False,False,1,left,False,authors table,#1_Begon_et_al,AC_Protraction_rotation90Abd_1_closest_to_mean.csv,AC_medRotation_rotation90Abd_1_closest_to_mean.csv,AC_tilt_rotation90Abd_1_closest_to_mean.csv,AC_medTranslation_rotation90Abd_1_closest_to_mean.csv,AC_antTranslation_rotation90Abd_1_closest_to_mean.csv,AC_supTranslation_rotation90Abd_1_closest_to_mean.csv
#1,Begon et al.,2014,"""10.1109/TBME.2017.2716186; 10.1016/j.clinbiomech.2014.08.006""",True,intra cortical pins,1.0,dynamic,True,standing,False,False,False,,IJ,+mediolateral,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2),+posteroanterior,vec(T10>PX),+inferosuperior,x^y,False,False,,GH,+mediolateral,y^z,+posteroanterior,vec((EL+EM)/2>GH)^vec(EL>EM),+inferosuperior,vec((EL+EM)/2>GH),False,True,,SC,+mediolateral,vec(AC>SC),+posteroanterior,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2)^vec(T10>PX)^vec(AC>SC),+inferosuperior,x^y,False,False,,AC,+mediolateral,vec(AA>TS),+posteroanterior,vec(AI>AA)^vec(AA>TS),+inferosuperior,x^y,internal-external rotation 90 degree-abducted,zyz,y,sternoclavicular,thorax,clavicle,zyx,True,SC,parent,False,False,1,left,False,authors table,#1_Begon_et_al,SC_Protraction_rotation90Abd_1_closest_to_mean.csv,SC_elevation_rotation90Abd_1_closest_to_mean.csv,SC_rotation_rotation90Abd_1_closest_to_mean.csv,SC_medTranslation_rotation90Abd_1_closest_to_mean.csv,SC_antTranslation_rotation90Abd_1_closest_to_mean.csv,SC_supTranslation_rotation90Abd_1_closest_to_mean.csv
#1,Begon et al.,2014,"""10.1109/TBME.2017.2716186; 10.1016/j.clinbiomech.2014.08.006""",True,intra cortical pins,1.0,dynamic,True,standing,False,False,False,,IJ,+mediolateral,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2),+posteroanterior,vec(T10>PX),+inferosuperior,x^y,False,False,,GH,+mediolateral,y^z,+posteroanterior,vec((EL+EM)/2>GH)^vec(EL>EM),+inferosuperior,vec((EL+EM)/2>GH),False,True,,SC,+mediolateral,vec(AC>SC),+posteroanterior,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2)^vec(T10>PX)^vec(AC>SC),+inferosuperior,x^y,False,False,,AC,+mediolateral,vec(AA>TS),+posteroanterior,vec(AI>AA)^vec(AA>TS),+inferosuperior,x^y,frontal elevation,zyz,y,glenohumeral,scapula,humerus,zyz,True,GH,parent,False,False,2,left,False,authors table,#1_Begon_et_al,GH_planeElevation_elevationFrontal_2_closest_to_mean.csv,GH_elevation_elevationFrontal_2_closest_to_mean.csv,GH_IntRotation_elevationFrontal_2_closest_to_mean.csv,GH_medTranslation_elevationFrontal_2_closest_to_mean.csv,GH_antTranslation_elevationFrontal_2_closest_to_mean.csv,GH_supTranslation_elevationFrontal_2_closest_to_mean.csv
#1,Begon et al.,2014,"""10.1109/TBME.2017.2716186; 10.1016/j.clinbiomech.2014.08.006""",True,intra cortical pins,1.0,dynamic,True,standing,False,False,False,,IJ,+mediolateral,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2),+posteroanterior,vec(T10>PX),+inferosuperior,x^y,False,False,,GH,+mediolateral,y^z,+posteroanterior,vec((EL+EM)/2>GH)^vec(EL>EM),+inferosuperior,vec((EL+EM)/2>GH),False,True,,SC,+mediolateral,vec(AC>SC),+posteroanterior,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2)^vec(T10>PX)^vec(AC>SC),+inferosuperior,x^y,False,False,,AC,+mediolateral,vec(AA>TS),+posteroanterior,vec(AI>AA)^vec(AA>TS),+inferosuperior,x^y,frontal elevation,zyz,y,scapulothoracic,thorax,scapula,zyx,True,SC,parent,False,False,2,left,False,authors table,#1_Begon_et_al,ST_Protraction_elevationFrontal_2_closest_to_mean.csv,ST_medRotation_elevationFrontal_2_closest_to_mean.csv,ST_tilt_elevationFrontal_2_closest_to_mean.csv,ST_medTranslation_elevationFrontal_2_closest_to_mean.csv,ST_antTranslation_medRotation_2_closest_to_mean.csv,ST_supTranslation_medRotation_2_closest_to_mean.csv
#1,Begon et al.,2014,"""10.1109/TBME.2017.2716186; 10.1016/j.clinbiomech.2014.08.006""",True,intra cortical pins,1.0,dynamic,True,standing,False,False,False,,IJ,+mediolateral,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2),+posteroanterior,vec(T10>PX),+inferosuperior,x^y,False,False,,GH,+mediolateral,y^z,+posteroanterior,vec((EL+EM)/2>GH)^vec(EL>EM),+inferosuperior,vec((EL+EM)/2>GH),False,True,,SC,+mediolateral,vec(AC>SC),+posteroanterior,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2)^vec(T10>PX)^vec(AC>SC),+inferosuperior,x^y,False,False,,AC,+mediolateral,vec(AA>TS),+posteroanterior,vec(AI>AA)^vec(AA>TS),+inferosuperior,x^y,frontal elevation,zyz,y,acromioclavicular,clavicle,scapula,zyx,True,AC,parent,False,False,2,left,False,authors table,#1_Begon_et_al,AC_Protraction_elevationFrontal_2_closest_to_mean.csv,AC_medRotation_elevationFrontal_2_closest_to_mean.csv,AC_tilt_elevationFrontal_2_closest_to_mean.csv,AC_medTranslation_elevationFrontal_2_closest_to_mean.csv,AC_antTranslation_medRotation_2_closest_to_mean.csv,AC_supTranslation_medRotation_2_closest_to_mean.csv
#1,Begon et al.,2014,"""10.1109/TBME.2017.2716186; 10.1016/j.clinbiomech.2014.08.006""",True,intra cortical pins,1.0,dynamic,True,standing,False,False,False,,IJ,+mediolateral,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2),+posteroanterior,vec(T10>PX),+inferosuperior,x^y,False,False,,GH,+mediolateral,y^z,+posteroanterior,vec((EL+EM)/2>GH)^vec(EL>EM),+inferosuperior,vec((EL+EM)/2>GH),False,True,,SC,+mediolateral,vec(AC>SC),+posteroanterior,vec(T10>PX)^vec((T10+PX)/2>(IJ+T1)/2)^vec(T10>PX)^vec(AC>SC),+inferosuperior,x^y,False,False,,AC,+mediolateral,vec(AA>TS),+posteroanterior,vec(AI>AA)^vec(AA>TS),+inferosuperior,x^y,frontal elevation,zyz,y,sternoclavicular,thorax,clavicle,zyx,True,SC,parent,False,False,2,left,False,authors table,#1_Begon_et_al,SC_Protraction_elevationFrontal_2_closest_to_mean.csv,SC_elevation_elevationFrontal_2_closest_to_mean.csv,SC_rotation_elevationFrontal_2_closest_to_mean.csv,SC_medTranslation_elevationFrontal_2_closest_to_mean.csv,SC_antTranslation_medRotation_2_closest_to_mean.csv,SC_supTranslation_medRotation_2_closest_to_mean.csv
